topic_0,topic_1,topic_2,topic_3,topic_4,nlikes,nreplies,nretweets,tweets,following,followers,likes,media,day,reply_to,url,join_time,day_after,tweet_length,tweet_sentiment,bio_sentiment,first_person,second_person,third_person,label
0.040077406473881354,0.042465944800226606,0.7153878019978998,0.03455415731885228,0.1996523497818296,0.0,0.0,0.0,0.5566343558166027,0.4258040473884821,0.23978064680672295,0.6268101802561112,0.32530054167891775,0.3333333333333333,0.0,1.0,0.0392156862745098,0.2857142857142856,0.140625,0.5,0.5,0.0,0.0,0.0,0
0.6267835157193313,0.03370391611557383,0.027917695197614213,0.027634088961585673,0.27300971453974443,0.0,0.0,0.0,0.6795119737841259,0.5701057725221743,0.43779988776733475,0.7829633492859378,0.41510228791871,0.3333333333333333,0.0,1.0,0.19607843137254902,0.2857142857142856,0.25,0.5,0.5,1.0,0.0,0.0,0
0.022260141207537967,0.02230568657607686,0.015874391776551807,0.01635094611235533,0.9381690173183775,0.0,0.0,0.0,0.3048686516602718,0.2473422232103585,0.03912050498301796,0.41704988763550593,0.15513328643620147,0.3333333333333333,0.0,0.0,0.0392156862745098,0.2857142857142856,0.625,0.5,0.5,0.0,0.0,1.0,0
0.06805048010263991,0.06666678178773527,0.4183817654768435,0.06292072189099902,0.4066811522786208,0.0607265155125626,0.1015048186668246,0.0,0.5533329983887169,0.5126342983309209,0.36206139128356724,0.6937799032041915,0.4566339778594496,0.3333333333333333,0.0,0.0,0.0196078431372549,0.2857142857142856,0.203125,0.0,0.5,1.0,0.0,0.0,1
0.39925481464758933,0.4007451033328994,0.06304371837792502,0.06282941973371882,0.05887601554894202,0.17048088222360006,0.2030096373336492,0.16253440755979046,0.7245721546431546,0.6981219034793621,0.4666351817288177,0.4770962733579083,0.25939803594450056,0.3333333333333333,0.0,1.0,0.21568627450980393,0.2857142857142856,0.640625,0.5,0.5,0.0,0.0,0.0,0
0.1000004264749855,0.10000001985221947,0.09874963579536185,0.09837616199940971,0.6151345356990429,0.0607265155125626,0.0,0.0,0.6569667983498219,0.4680786309857857,0.34604003761520524,0.7932663966745642,0.5229361605846872,0.3333333333333333,0.0,0.0,0.0196078431372549,0.2857142857142856,0.078125,0.5,1.0,0.0,0.0,0.0,0
0.40339539641955385,0.519126354473907,0.019772916678805947,0.018700932362052843,0.016379054548541445,0.09624924988687332,0.1015048186668246,0.0,0.6275599102684463,0.5830820037684313,0.412486543909422,0.7429653337906695,0.5063352948714244,0.3333333333333333,0.0,1.0,0.23529411764705882,0.2857142857142856,0.671875,0.0,0.5,0.0,1.0,0.0,0
0.20567947073523182,0.5028621353069904,0.011148385733204518,0.011930683514372981,0.2545764765604672,0.3912575081472221,0.3511489791400584,0.20999927764904586,0.6147517417802305,0.6342795187104447,0.43593477855056745,0.7231278418120107,0.49435918986559585,0.3333333333333333,0.0,1.0,0.0392156862745098,0.2857142857142856,0.71875,0.0,0.5,1.0,0.0,0.0,0
0.6838009597540209,0.01833401431149693,0.27065640588563444,0.011888331779585872,0.008621829014648655,0.0607265155125626,0.0,0.0,0.5210663121732578,0.4881542945062537,0.2964328422256365,0.6234819068716319,0.45405290018721056,0.3333333333333333,0.0,0.0,0.09803921568627451,0.2857142857142856,0.734375,0.0,1.0,1.0,0.0,1.0,0
0.01723229528141058,0.016875081060336184,0.28707589300236225,0.7095417009573238,0.007041959880794552,0.0,0.1015048186668246,0.0,0.6527052938091245,0.29866052583789027,0.3069195326321873,0.6474878481277069,0.42681496930418356,0.3333333333333333,0.02,0.0,0.23529411764705882,0.2857142857142856,0.75,0.0,0.5,0.0,0.0,1.0,0
0.06851772381564904,0.06704835328367788,0.06407884555189744,0.4180029282153736,0.4034878416710002,0.0,0.0,0.0,0.20685468717047914,0.33028583718478766,0.062004533407358606,0.29917291778052,0.07401738827322524,0.3333333333333333,0.02,0.0,0.0392156862745098,0.2857142857142856,0.09375,0.5,0.0,0.0,0.0,0.0,0
0.05053725073724767,0.05004666318994391,0.8459442681906354,0.04614870208029738,0.042375934410754795,0.18217954653768778,0.1015048186668246,0.06999975921634863,0.3319612492519868,0.5748071220794463,0.38564919464238456,0.5094243238919293,0.167416933359683,0.3333333333333333,0.0,0.0,0.0196078431372549,0.2857142857142856,0.609375,0.0,0.5,0.0,1.0,1.0,0
0.04053195711555245,0.04046104149148261,0.03458930223724657,0.8861200227555271,0.03128096059022827,0.19249849977374664,0.0,0.0,0.4805643454001519,0.44076668201622865,0.24588810882327275,0.7187543735982598,0.3527975810309583,0.3333333333333333,0.02,0.0,0.0392156862745098,0.2857142857142856,0.171875,0.5,1.0,0.0,0.0,0.0,0
0.342218566932463,0.1759354984160993,0.01591110945772093,0.45634540543554175,0.013853344508471702,0.0,0.1015048186668246,0.0,0.5386503851779877,0.5289771769806085,0.32831169555688494,0.6065712258082695,0.3805913367657034,0.3333333333333333,0.0,1.0,0.19607843137254902,0.2857142857142856,0.671875,0.5,0.5,0.0,0.0,1.0,0
0.03420533225187565,0.20514806065513994,0.02756575692592116,0.7311526891019501,0.024516910972978374,0.09624924988687332,0.0,0.0,0.7498166085319454,0.7825627323975566,0.5204952544735335,0.8877517379611998,0.6160194649228917,0.3333333333333333,0.0,0.0,0.058823529411764705,0.2857142857142856,0.625,0.5,0.0,0.0,1.0,0.0,0
0.5999919092356258,0.10000806579439098,0.09874962244523736,0.0983760518279533,0.09364219636392172,0.0607265155125626,0.0,0.06999975921634863,0.2771639033450494,0.09228692047892842,0.0,0.2948860494339463,0.21950946569034788,0.3333333333333333,0.0,0.0,0.0,0.2857142857142856,0.421875,0.5,0.5,1.0,0.0,1.0,0
0.3861585654342846,0.025836204306213403,0.20080373996577283,0.255158366755126,0.14131933685199388,0.0607265155125626,0.1015048186668246,0.0,0.40796542188451246,0.47393810771623823,0.2135757218413462,0.32381064986256225,0.29088441605917037,0.3333333333333333,0.02,0.0,0.1764705882352941,0.2857142857142856,0.59375,0.0,0.5,1.0,0.0,0.0,0
0.06713488310262401,0.067241249283967,0.06516087424353503,0.06293894071783582,0.7509436894498929,0.17048088222360006,0.0,0.18094675263377136,0.3508652549508473,0.5509094385308304,0.32172709847581504,0.43650492748844816,0.35491420107850297,0.3333333333333333,0.0,1.0,0.0392156862745098,0.2857142857142856,0.375,0.5,0.5,0.0,1.0,1.0,0
0.03339125291926478,0.033521998469054064,0.9189010197789106,0.027756626961227902,0.024445602854103896,0.0,0.0,0.0,0.5651055596032775,0.5967706603530003,0.47710115181978696,0.5883750893882501,0.526347499454042,0.3333333333333333,0.0,1.0,0.21568627450980393,0.2857142857142856,0.6875,0.5,0.5,0.0,0.0,0.0,0
0.05182628511490579,0.05063496886911335,0.04570277445260651,0.5040005076125967,0.37179870065653803,0.0607265155125626,0.0,0.0,0.6194775424084833,0.4782915779679068,0.31596910481134427,0.4962034198575249,0.5287840818024798,0.3333333333333333,0.02,0.0,0.23529411764705882,0.2857142857142856,0.171875,0.5,0.5,0.0,0.0,0.0,0
0.033870090798723086,0.6014082751866261,0.30931019706763635,0.027809977646955163,0.025143781924020815,0.15697576539943592,0.1015048186668246,0.0,0.42700325057623206,0.39014358204726357,0.19902411543205265,0.617670100363566,0.33196647524952017,0.3333333333333333,0.0,0.0,0.0392156862745098,0.2857142857142856,0.421875,0.0,0.5,1.0,1.0,0.0,0
0.02896112083566888,0.8833520330551087,0.023152639067911606,0.022749900228227496,0.01977563508166021,0.23725185236010565,0.1015048186668246,0.11094699341742273,0.4951530903088345,0.5977997035413367,0.38595246758348234,0.6085725514865021,0.3573023736945426,0.3333333333333333,0.0,0.0,0.1568627450980392,0.2857142857142856,0.578125,1.0,1.0,1.0,0.0,1.0,0
0.5444962226507037,0.17187918382256082,0.23264659812125868,0.022732579902074966,0.020172541418582476,0.0607265155125626,0.0,0.0,0.3578947551357242,0.4712134415669342,0.15283953301360906,0.6100612643028085,0.2747180923582043,0.3333333333333333,0.04,1.0,0.0784313725490196,0.2857142857142856,0.4375,0.5,0.5,0.0,0.0,1.0,0
0.034567007095718555,0.27877875375816646,0.16715783253284647,0.5128840313568042,0.024902139068251603,0.0,0.1015048186668246,0.0,0.530610533533726,0.6937119430660752,0.37021785240146715,0.7020406029761587,0.4535728017405088,0.3333333333333333,0.0,1.0,0.0196078431372549,0.2857142857142856,0.5625,0.0,0.5,0.0,1.0,1.0,0
0.05031791039751564,0.7968666929858949,0.047389146528352355,0.04586203839736889,0.04150046740236479,0.19249849977374664,0.0,0.25902988926448944,0.7611365477386494,0.5858783733650542,0.6851033270089127,0.6020099859448768,0.7348493568168273,0.3333333333333333,0.0,1.0,0.23529411764705882,0.2857142857142856,0.5,0.0,0.5,0.0,1.0,0.0,0
